22:23:35.055 [main] REPORT com.atharva.Atharva - OngoingTrade	Scrip	CurrentPrice	CummulativePriceDiff	ActiveTradePriceDiff	ActiveTradeProfit	TrendReversalTrailer	StopLossTrailer	TradeActive	TotalPriceDiff	TotalProfitorLoss
22:23:35.312 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1045.1	0.5	0.5499999999999545	171.5999999999858	-0.4499999999998181	-0.8000000000001819	true	0.5499999999999545	171.5999999999858
22:23:35.313 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1044.95	0.14999999999986358	0.6999999999998181	218.39999999994325	-0.2999999999999545	-0.6500000000003183	true	0.6999999999998181	218.39999999994325
22:23:35.313 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1045.0	-0.049999999999954525	0.6499999999998636	202.79999999995744	-0.34999999999990905	-0.7000000000002728	true	0.6499999999998636	202.79999999995744
22:23:35.314 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1044.45	0.5499999999999545	1.199999999999818	374.39999999994325	0.0	-0.15000000000031832	true	1.199999999999818	374.39999999994325
22:23:35.314 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1044.7	-0.25	0.9499999999998181	296.39999999994325	-0.25	-0.4000000000003183	true	0.9499999999998181	296.39999999994325
22:23:35.315 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1044.65	0.049999999999954525	0.9999999999997726	311.99999999992906	-0.20000000000004547	-0.3500000000003638	true	0.9999999999997726	311.99999999992906
22:23:35.315 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1044.55	0.10000000000013642	1.099999999999909	343.1999999999716	-0.09999999999990905	-0.2500000000002274	true	1.099999999999909	343.1999999999716
22:23:35.316 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1044.45	0.09999999999990905	1.199999999999818	374.39999999994325	0.0	-0.15000000000031832	true	1.199999999999818	374.39999999994325
22:23:35.316 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1044.4	0.049999999999954525	1.2499999999997726	389.99999999992906	0.0	-0.1000000000003638	true	1.2499999999997726	389.99999999992906
22:23:35.317 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1044.4	-0.0	1.2499999999997726	389.99999999992906	0.0	-0.1000000000003638	true	1.2499999999997726	389.99999999992906
22:23:35.317 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1044.45	-0.049999999999954525	1.199999999999818	374.39999999994325	-0.049999999999954525	-0.15000000000031832	true	1.199999999999818	374.39999999994325
22:23:35.318 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1044.2	0.25	1.449999999999818	452.39999999994325	0.0	0.0	true	1.449999999999818	452.39999999994325
22:23:35.318 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1044.4	-0.20000000000004547	1.2499999999997726	389.99999999992906	-0.20000000000004547	-0.20000000000004547	true	1.2499999999997726	389.99999999992906
22:23:35.319 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1043.8	0.6000000000001364	1.849999999999909	577.1999999999716	0.0	0.0	true	1.849999999999909	577.1999999999716
22:23:35.319 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1043.6	0.20000000000004547	2.0499999999999545	639.5999999999858	0.0	0.0	true	2.0499999999999545	639.5999999999858
22:23:35.319 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1043.1	0.5	2.5499999999999545	795.5999999999858	0.0	0.0	true	2.5499999999999545	795.5999999999858
22:23:35.320 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1043.05	0.049999999999954525	2.599999999999909	811.1999999999716	0.0	0.0	true	2.599999999999909	811.1999999999716
22:23:35.320 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1043.2	-0.15000000000009095	2.449999999999818	764.3999999999432	-0.15000000000009095	-0.15000000000009095	true	2.449999999999818	764.3999999999432
22:23:35.321 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.95	0.25	2.699999999999818	842.3999999999432	0.0	0.0	true	2.699999999999818	842.3999999999432
22:23:35.321 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.3	0.650000000000091	3.349999999999909	1045.1999999999716	0.0	0.0	true	3.349999999999909	1045.1999999999716
22:23:35.322 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.25	0.049999999999954525	3.3999999999998636	1060.7999999999574	0.0	0.0	true	3.3999999999998636	1060.7999999999574
22:23:35.322 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.05	0.20000000000004547	3.599999999999909	1123.1999999999716	0.0	0.0	true	3.599999999999909	1123.1999999999716
22:23:35.323 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.8	-0.75	2.849999999999909	889.1999999999716	-0.75	-0.75	true	2.849999999999909	889.1999999999716
22:23:35.324 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.65	0.14999999999986358	2.9999999999997726	935.9999999999291	-0.6000000000001364	-0.6000000000001364	true	2.9999999999997726	935.9999999999291
22:23:35.324 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.6	0.0500000000001819	3.0499999999999545	951.5999999999858	-0.5499999999999545	-0.5499999999999545	true	3.0499999999999545	951.5999999999858
22:23:35.325 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.3	0.2999999999999545	3.349999999999909	1045.1999999999716	-0.25	-0.25	true	3.349999999999909	1045.1999999999716
22:23:35.326 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.55	-0.25	3.099999999999909	967.1999999999716	-0.5	-0.5	true	3.099999999999909	967.1999999999716
22:23:35.327 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.55	-0.0	3.099999999999909	967.1999999999716	-0.5	-0.5	true	3.099999999999909	967.1999999999716
22:23:35.327 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1041.9	0.6499999999998636	3.7499999999997726	1169.999999999929	0.0	0.0	true	3.7499999999997726	1169.999999999929
22:23:35.328 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1041.4	0.5	4.249999999999773	1325.999999999929	0.0	0.0	true	4.249999999999773	1325.999999999929
22:23:35.329 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1041.6	-0.1999999999998181	4.0499999999999545	1263.5999999999858	-0.1999999999998181	-0.1999999999998181	true	4.0499999999999545	1263.5999999999858
22:23:35.329 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1041.55	0.049999999999954525	4.099999999999909	1279.1999999999716	-0.14999999999986358	-0.14999999999986358	true	4.099999999999909	1279.1999999999716
22:23:35.330 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1041.55	-0.0	4.099999999999909	1279.1999999999716	-0.14999999999986358	-0.14999999999986358	true	4.099999999999909	1279.1999999999716
22:23:35.331 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.0	-0.4500000000000455	3.6499999999998636	1138.7999999999574	-0.599999999999909	-0.599999999999909	true	3.6499999999998636	1138.7999999999574
22:23:35.331 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.05	-0.049999999999954525	3.599999999999909	1123.1999999999716	-0.6499999999998636	-0.6499999999998636	true	3.599999999999909	1123.1999999999716
22:23:35.332 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	BUY	RELIANCE	1042.45	-0.40000000000009095	3.199999999999818	998.3999999999432	0.0	-1.0499999999999545	true	3.199999999999818	998.3999999999432
22:23:35.333 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	BUY	RELIANCE	1042.75	0.2999999999999545	3.4999999999997726	1091.999999999929	0.0	-0.75	true	3.4999999999997726	1091.999999999929
22:23:35.333 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	BUY	RELIANCE	1043.0	0.25	3.7499999999997726	1169.999999999929	0.0	-0.5	true	3.7499999999997726	1169.999999999929
22:23:35.334 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	BUY	RELIANCE	1042.65	-0.34999999999990905	3.3999999999998636	1060.7999999999574	-0.34999999999990905	-0.849999999999909	true	3.3999999999998636	1060.7999999999574
22:23:35.335 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1041.55	-1.1000000000001364	0.0	0	0.0	0.0	false	2.299999999999727	717.5999999999149
22:23:35.335 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1041.0	0.5499999999999545	0.5499999999999545	171.5999999999858	0.0	0.0	false	2.299999999999727	717.5999999999149
22:23:35.336 [Thread-3] REPORT com.atharva.trade.TradeHandler - 	SELL	RELIANCE	1042.0	-1.0	-0.4500000000000455	-140.4000000000142	-1.0	-1.0	false	2.299999999999727	717.5999999999149
